Restaurant Name,City,Address,Locality,Cuisines,Average Cost for two,Currency,Has Table booking,Has Online delivery,Is delivering now,Switch to order menu,Price range,Aggregate rating,Rating color,Rating text,Votes,Country
Manuel's Bread Cafe,Augusta,"505 Railroad Ave, North Augusta, GA 29841",Augusta,"Breakfast, French",40,Dollar($),No,No,No,No,3,3.8,Yellow,Good,332,United States
Sconyers Bar B Que,Augusta,"2250 Sconyers Way, Augusta, GA 30906",Augusta,BBQ,25,Dollar($),No,No,No,No,2,3.5,Yellow,Good,304,United States
Frog Hollow Tavern,Augusta,"1282 broad street, Augusta, GA 30901",Augusta,American,40,Dollar($),No,No,No,No,3,4.3,Green,Very Good,368,United States
Giuseppe's Pizza & Italian Specialities,Augusta,"3690 Wheeler Rd, Augusta, GA 30909",Augusta,"Desserts, Italian, Pizza",25,Dollar($),No,No,No,No,2,4.1,Green,Very Good,430,United States
Mellow Mushroom,Augusta,"1167 Broad St, Augusta, GA 30901",Augusta,"Italian, Pizza, Sandwich",25,Dollar($),No,No,No,No,2,4.4,Green,Very Good,433,United States
Nacho Mamas Burritos,Augusta,"976 Broad St, Augusta, GA 30901",Augusta,Mexican,10,Dollar($),No,No,No,No,1,4.0,Green,Very Good,380,United States
Rhinehart's Oyster Bar,Augusta,"3051 Washington Rd, Augusta, GA 30907",Augusta,"Bar Food, Sandwich, Seafood",25,Dollar($),No,No,No,No,2,4.0,Green,Very Good,456,United States
Takosushi,Augusta,"437 Highland Ave, Augusta, GA 30909",Augusta,"Mexican, Southwestern, Sushi",40,Dollar($),No,No,No,No,3,4.2,Green,Very Good,647,United States
The Chop House,Augusta,"Augusta Mall, Augusta, GA 30909",Augusta,Steak,40,Dollar($),No,No,No,No,3,4.0,Green,Very Good,360,United States
The Taj of India,Augusta,"502 Furys Ferry Rd, Augusta, GA 30907",Augusta,Indian,25,Dollar($),No,No,No,No,2,4.0,Green,Very Good,227,United States
Augsburg Haus,Augusta,"4460 Washington Road, Evans, GA 30809",Evans,German,25,Dollar($),No,No,No,No,2,3.9,Yellow,Good,290,United States
Pho Bac,Augusta,"4300 Towne Centre, Evans, GA 30809",Evans,Vietnamese,10,Dollar($),No,No,No,No,1,4.1,Green,Very Good,270,United States
Rhinehart's Oyster Bar,Augusta,"303 North Bel Air Rd, Evans, GA 30809",Evans,"Burger, Seafood",25,Dollar($),No,No,No,No,2,4.0,Green,Very Good,326,United States
Thai Kitchen,Augusta,"4357 Washington Road, Evans, GA 30809",Evans,Thai,35,Dollar($),No,No,No,No,3,4.3,Green,Very Good,317,United States
El Kiosco Mexican Restaurant,Augusta,"5174 Wrightsboro Rd, Grovetown, GA 30813",Grovetown,Mexican,10,Dollar($),No,No,No,No,1,4.2,Green,Very Good,300,United States
Taste of Balingup,Balingup,"63 South Western Hwy, Balingup, WA",Balingup,Modern Australian,20,Dollar($),No,No,No,No,2,3.2,Orange,Average,21,Australia
Bridge Road Brewers,Beechworth,"Old Coach House 50 Ford St, Beechworth, Beechworth, VIC",Beechworth,"Pizza, Bar Food",20,Dollar($),No,No,No,No,2,4.6,Dark Green,Excellent,237,Australia
Bardenay,Boise,"610 W Grove St, Boise, ID 83702",Boise,"American, Bar Food",25,Dollar($),No,No,No,No,2,4.5,Dark Green,Excellent,879,United States
Flatbread Neapolitan Pizzeria,Boise,"800 W Main Suite 230, Boise, ID 83702",Boise,"Italian, Pizza",25,Dollar($),No,No,No,No,2,4.6,Dark Green,Excellent,615,United States
Goldy's Breakfast Bistro,Boise,"108 S Capitol Blvd, Boise, ID 83702",Boise,"Breakfast, Sandwich",25,Dollar($),No,No,No,No,2,4.5,Dark Green,Excellent,879,United States
Chandlers Steakhouse,Boise,"981 W Grove St, Boise, ID 83702",Boise,"American, Seafood, Steak",70,Dollar($),No,No,No,No,4,3.9,Yellow,Good,379,United States
Bar Gernika Basque Pub & Eatery,Boise,"202 S Capitol Blvd, Boise, ID 83702",Boise,"European, Spanish",10,Dollar($),No,No,No,No,1,4.3,Green,Very Good,303,United States
Barbacoa Restaurant,Boise,"276 Bobwhite Ct, Boise, ID 83706",Boise,"Latin American, Steak",70,Dollar($),No,No,No,No,4,4.1,Green,Very Good,538,United States
Big Jud's,Boise,"1289 Protest Rd, Boise, ID 83706",Boise,"American, Burger, Sandwich",10,Dollar($),No,No,No,No,1,4.2,Green,Very Good,334,United States
Bittercreek Ale House,Boise,"246 N 8th St, Boise, ID 83702",Boise,"American, Bar Food",25,Dollar($),No,No,No,No,2,4.3,Green,Very Good,555,United States
Boise Fry Company,Boise,"204 N Capitol Blvd, Boise, ID 83702",Boise,"American, Burger",10,Dollar($),No,No,No,No,1,4.4,Green,Very Good,823,United States
Flying Pie Pizzaria,Boise,"6508 W Fairview Ave, Boise, ID 83704",Boise,Pizza,25,Dollar($),No,No,No,No,2,4.1,Green,Very Good,550,United States
Fork,Boise,"199 N 8th St, Boise, ID 83702",Boise,"American, Burger",25,Dollar($),No,No,No,No,2,4.4,Green,Very Good,650,United States
Guido's Original New York Style Pizza,Boise,"235 N 5th St, Boise, ID 83702",Boise,Pizza,10,Dollar($),No,No,No,No,1,4.3,Green,Very Good,410,United States
Los Beto's,Boise,"5220 W Fairview Ave, Boise, ID 83706",Boise,Mexican,10,Dollar($),No,No,No,No,1,4.4,Green,Very Good,660,United States
Lucianos Italian Restaurant,Boise,"11 N Orchard St, Boise, ID 83706",Boise,"Italian, Seafood, Vegetarian",25,Dollar($),No,No,No,No,2,4.4,Green,Very Good,360,United States
Mai Thai Restaurant,Boise,"750 W Idaho St, Boise, ID 83702",Boise,"Sushi, Thai",40,Dollar($),No,No,No,No,3,4.0,Green,Very Good,340,United States
Shige Japanese Cuisine,Boise,"100 N 8th St, Boise, ID 83702",Boise,"Japanese, Sushi, Teriyaki",25,Dollar($),No,No,No,No,2,4.1,Green,Very Good,393,United States
The Egg Factory,Boise,"8061 W Fairview Ave, Boise, ID 83704",Boise,Breakfast,10,Dollar($),No,No,No,No,1,4.3,Green,Very Good,422,United States
Tucanos,Boise,"1388 S Entertainment Ave, Boise, ID 83709",Boise,Brazilian,40,Dollar($),No,No,No,No,3,4.0,Green,Very Good,435,United States
Texas Roadhouse,Boise,"3801 E Fairview Avenue, Meridian, Boise, ID 83642",Meridian,"American, BBQ, Steak",25,Dollar($),No,No,No,No,2,4.0,Green,Very Good,369,United States
Brick 29,Boise,"320 11th Avenue S, Nampa, ID 83651",Nampa,American,40,Dollar($),No,No,No,No,3,4.4,Green,Very Good,487,United States
Winifreds,Cedar Rapids/Iowa City,"3847 1st Ave SE, Cedar Rapids, IA 52402",Cedar Rapids,"American, Mediterranean, Seafood",40,Dollar($),No,No,No,No,3,3.7,Yellow,Good,98,United States
Biaggi's Ristorante Italiano,Cedar Rapids/Iowa City,"320 Collins Rd NE, Cedar Rapids, IA 52402",Cedar Rapids,"Italian, Pizza",40,Dollar($),No,No,No,No,3,4.1,Green,Very Good,365,United States
El Super Burrito,Cedar Rapids/Iowa City,"3300 Johnson Ave NW, Cedar Rapids, IA 52405",Cedar Rapids,Mexican,10,Dollar($),No,No,No,No,1,4.1,Green,Very Good,190,United States
Granite City Food & Brewery,Cedar Rapids/Iowa City,"4755 1st Ave SE, Cedar Rapids, IA 52402",Cedar Rapids,"American, Breakfast, Burger",40,Dollar($),No,No,No,No,3,4.1,Green,Very Good,429,United States
Irish Democrat,Cedar Rapids/Iowa City,"3207 1st Ave SE, Cedar Rapids, IA 52402",Cedar Rapids,"American, BBQ, Burger",25,Dollar($),No,No,No,No,2,4.4,Green,Very Good,430,United States
Taste of India,Cedar Rapids/Iowa City,"1060 Old Marion Rd NE, Cedar Rapids, IA 52402",Cedar Rapids,Indian,25,Dollar($),No,No,No,No,2,4.2,Green,Very Good,186,United States
Thai Moon Restaurant,Cedar Rapids/Iowa City,"4362 16th Ave SW, Cedar Rapids, IA 52404",Cedar Rapids,"Chinese, Sushi, Thai",10,Dollar($),No,No,No,No,1,4.2,Green,Very Good,220,United States
Ting's Red Lantern,Cedar Rapids/Iowa City,"540 Boyson Rd NE, Cedar Rapids, IA 52402",Cedar Rapids,Chinese,10,Dollar($),No,No,No,No,1,4.2,Green,Very Good,347,United States
Monica's,Cedar Rapids/Iowa City,"303 2nd Street, Coralville, IA 52241",Coralville,"American, Italian, Pizza",25,Dollar($),No,No,No,No,2,3.8,Yellow,Good,161,United States
Exotic India,Cedar Rapids/Iowa City,"102 2nd Ave, Coralville, IA 52241",Coralville,Indian,25,Dollar($),No,No,No,No,2,4.1,Green,Very Good,160,United States
Shorts Burger and Shine,Cedar Rapids/Iowa City,"18 S Clinton St, Iowa City, IA 52240",Iowa City,Burger,10,Dollar($),No,No,No,No,1,4.9,Dark Green,Excellent,820,United States
The Hamburg Inn No. 2 Inc.,Cedar Rapids/Iowa City,"214 N Linn St, Iowa City, IA 52245",Iowa City,"American, Breakfast, Burger",10,Dollar($),No,No,No,No,1,4.5,Dark Green,Excellent,488,United States
Bluebird Diner,Cedar Rapids/Iowa City,"330 E Market St, Iowa City, IA 52245",Iowa City,"Breakfast, Diner",25,Dollar($),No,No,No,No,2,3.6,Yellow,Good,253,United States
Graze,Cedar Rapids/Iowa City,"115 East College St, Iowa City, IA 52240",Iowa City,"American, International, Sushi",40,Dollar($),No,No,No,No,3,3.8,Yellow,Good,220,United States
A & A Pagliai's Pizza,Cedar Rapids/Iowa City,"302 E Bloomington St, Iowa City, IA 52245",Iowa City,Pizza,25,Dollar($),No,No,No,No,2,4.3,Green,Very Good,485,United States
Atlas World Grill,Cedar Rapids/Iowa City,"127 Iowa Ave, Iowa City, IA 52240",Iowa City,International,40,Dollar($),No,No,No,No,3,4.3,Green,Very Good,428,United States
BlackStone,Cedar Rapids/Iowa City,"503 Westbury Dr Ste 1, Iowa City, IA 52245",Iowa City,"American, Breakfast",25,Dollar($),No,No,No,No,2,4.1,Green,Very Good,294,United States
Devotay,Cedar Rapids/Iowa City,"117 N Linn St, Iowa City, IA 52245",Iowa City,"Mediterranean, Tapas, Vegetarian",40,Dollar($),No,No,No,No,3,4.0,Green,Very Good,380,United States
Jimmy Jack's Rib Shack,Cedar Rapids/Iowa City,"1940 Lower Muscatine Rd, Iowa City, IA 52240",Iowa City,BBQ,25,Dollar($),No,No,No,No,2,4.2,Green,Very Good,259,United States
Zoeys Pizzeria,Cedar Rapids/Iowa City,"690 10th St, Marion, IA 52302",Marion,"Pizza, Sandwich",25,Dollar($),No,No,No,No,2,4.7,Dark Green,Excellent,433,United States
Tokyo Sushi,Chatham-Kent,"150 Richmond St, Chatham-Kent, ON N7M2V2",Chatham-Kent,"Japanese, Sushi",25,Dollar($),No,No,No,No,2,3.7,Yellow,Good,176,Canada
Berry Patch Restaurant,Clatskanie,"49289 Us-30, Westport, OR 97016",Clatskanie,"American, Breakfast, Desserts",10,Dollar($),No,No,No,No,1,4.3,Green,Very Good,96,United States
Sakura Sushi & Grill,Cochrane,"130 Quarry Street, Unit 20, Cochrane, AB T4C 0W5",Cochrane,"Asian, Japanese",25,Dollar($),No,No,No,No,2,3.1,Orange,Average,6,United States
Uptown Vietnam cuisine,Columbus,"1250 Broadway, Columbus, GA 31901",Columbus,"Asian, Vietnamese",10,Dollar($),No,No,No,No,1,3.3,Orange,Average,33,United States
Cafe Le Rue @ The Landings,Columbus,"2523 Airport Thruway, Columbus, GA 31904",Columbus,"American, Seafood, Cajun",25,Dollar($),No,No,No,No,2,4.6,Dark Green,Excellent,489,United States
Mark's City Grille,Columbus,"7160 moon road, Columbus, GA 31909",Columbus,American,25,Dollar($),No,No,No,No,2,4.5,Dark Green,Excellent,345,United States
B Merrell's,Columbus,"7600 Veterans Pkwy, Columbus, GA 31909",Columbus,"Burger, Bar Food, Southern",25,Dollar($),No,No,No,No,2,3.8,Yellow,Good,149,United States
Cannon Brewpub,Columbus,"1041 Broadway, Columbus, GA 31901",Columbus,"Pizza, Bar Food",25,Dollar($),No,No,No,No,2,3.9,Yellow,Good,330,United States
Fuji Japanese Steak House,Columbus,"6499 Veterans Pkwy, Columbus, GA 31909",Columbus,"Japanese, Steak",40,Dollar($),No,No,No,No,3,3.9,Yellow,Good,247,United States
Ruth Ann's Family Restaurant,Columbus,"941 Veterans Parkway, Columbus, GA 31901",Columbus,"Breakfast, Diner, Southern",10,Dollar($),No,No,No,No,1,3.7,Yellow,Good,123,United States
Samurai Japanese Cuisine & Sushi Bar,Columbus,"1009 Broadway, Columbus, GA 31901",Columbus,"Japanese, Steak, Sushi",40,Dollar($),No,No,No,No,3,3.6,Yellow,Good,109,United States
Wasabi Sushi and Thai,Columbus,"1639 Bradley Park Dr, Columbus, GA 31904",Columbus,"Japanese, Sushi, Thai",40,Dollar($),No,No,No,No,3,3.7,Yellow,Good,134,United States
Buckhead Bar and Grill,Columbus,"5010 Armour Rd, Columbus, GA 31904",Columbus,"Seafood, Steak, Vegetarian",40,Dollar($),No,No,No,No,3,4.2,Green,Very Good,722,United States
Burt's Butcher Shoppe and Eatery,Columbus,"2932 Warm Springs Rd, Columbus, GA 31909",Columbus,Steak,25,Dollar($),No,No,No,No,2,4.3,Green,Very Good,213,United States
Chef Lee's Peking Restaurant,Columbus,"6100 Bradley Park Dr, Columbus, GA 31904",Columbus,Chinese,25,Dollar($),No,No,No,No,2,4.0,Green,Very Good,335,United States
Country's Barbecue,Columbus,"3137 Mercury Dr, Columbus, GA 31906",Columbus,"BBQ, Southern",25,Dollar($),No,No,No,No,2,4.0,Green,Very Good,353,United States
Deorio's,Columbus,"3201 Macon Rd Ste 167, Columbus, GA 31906",Columbus,"Italian, Pizza",0,Dollar($),No,No,No,No,1,4.0,Green,Very Good,170,United States
Mellow Mushroom,Columbus,"6100 Veterans Pkwy, Columbus, GA 31909",Columbus,Pizza,25,Dollar($),No,No,No,No,2,4.1,Green,Very Good,192,United States
Meritage,Columbus,"1039 1st Ave, Columbus, GA 31901",Columbus,"American, Tapas",40,Dollar($),No,No,No,No,3,4.1,Green,Very Good,302,United States
Mongo The Mongolian Fire Pit,Columbus,"7830 - E Veterans Pkwy, Columbus, GA 31909",Columbus,"Asian, Chinese",10,Dollar($),No,No,No,No,1,4.2,Green,Very Good,355,United States
The Black Cow,Columbus,"115 A 12th St, Columbus, GA 31901",Columbus,American,25,Dollar($),No,No,No,No,2,4.3,Green,Very Good,287,United States
Wood Stone,Columbus,"5739 Whitesville Rd, Columbus, GA 31904",Columbus,"Italian, Mediterranean, Pizza",40,Dollar($),No,No,No,No,3,4.0,Green,Very Good,264,United States
Hunter's Pub,Columbus,"11269 GA Hwy 219, Hamilton, GA 31811",Hamilton,"American, Seafood, Steak",40,Dollar($),No,No,No,No,3,4.4,Green,Very Good,235,United States
Consort Restaurant,Consort,"4931 50th Street, Consort, AB T0C 1B0",Consort,"Chinese, Canadian",25,Dollar($),No,No,No,No,2,3.0,Orange,Average,6,Canada
Thatcher's Barbeque and Grill,Dalton,"1214 N Wall St, Calhoun, GA 30701",Calhoun,"American, BBQ, Southern",25,Dollar($),No,No,No,No,2,3.7,Yellow,Good,38,United States
Christian and Jake's Bistro,Dalton,"555 Georgia Hwy 53, Calhoun, GA 30701",Calhoun,"Desserts, Sandwich",10,Dollar($),No,No,No,No,1,4.4,Green,Very Good,122,United States
Dub's High on the Hog,Dalton,"349 S Wall St, Calhoun, GA 30701",Calhoun,BBQ,25,Dollar($),No,No,No,No,2,4.4,Green,Very Good,207,United States
Sierra's Mexican Restaurant,Dalton,"500 S. 3rd Avenue, Chatsworth, GA 30705",Chatsworth,"Mexican, Tex-Mex",10,Dollar($),No,No,No,No,1,3.9,Yellow,Good,66,United States
Oakwood Cafe,Dalton,"201 West Cuyler Street, Dalton, GA 30720",Dalton,"BBQ, Breakfast, Southern",10,Dollar($),No,No,No,No,1,4.9,Dark Green,Excellent,249,United States
Chili's Grill & Bar,Dalton,"881 College Dr, Dalton, GA 30720",Dalton,American,25,Dollar($),No,No,No,No,2,3.8,Yellow,Good,63,United States
Fuji Japanese Steakhouse,Dalton,"1321 W Walnut Ave, Dalton, GA 30720",Dalton,"Japanese, Sushi",40,Dollar($),No,No,No,No,3,3.8,Yellow,Good,145,United States
Las Palmas,Dalton,"1331 W Walnut Ave, Dalton, GA 30720",Dalton,Mexican,10,Dollar($),No,No,No,No,1,3.8,Yellow,Good,83,United States
Tony's Italian Restaurant & Pizza,Dalton,"933 Market St, Dalton, GA 30720",Dalton,Italian,25,Dollar($),No,No,No,No,2,3.7,Yellow,Good,116,United States
Filling Station,Dalton,"316 N Hamilton St, Dalton, GA 30720",Dalton,"American, Burger",10,Dollar($),No,No,No,No,1,4.1,Green,Very Good,122,United States
Five Guys Burgers and Fries,Dalton,"1303 W. Walnut Ave., Dalton, GA 30720",Dalton,Fast Food,10,Dollar($),No,No,No,No,1,4.1,Green,Very Good,142,United States
Los Pablos,Dalton,"1513 W Walnut Ave Ste 6, Dalton, GA 30720",Dalton,Mexican,10,Dollar($),No,No,No,No,1,4.1,Green,Very Good,114,United States
Kobe Hibachi & Sushi,Dalton,"2603 Battlefield Pkwy, Fort Oglethorpe, GA 30742",Fort Oglethorpe,"American, Japanese, Sushi",25,Dollar($),No,No,No,No,2,4.6,Dark Green,Excellent,214,United States
Soho Hibachi,Dalton,"1014 Battlefield Parkway, Fort Oglethorpe, GA 30742",Fort Oglethorpe,Japanese,10,Dollar($),No,No,No,No,1,4.3,Green,Very Good,116,United States
Thai Garden,Dalton,"685 Battlefield Pkwy, Fort Oglethorpe, GA 30742",Fort Oglethorpe,Thai,25,Dollar($),No,No,No,No,2,4.2,Green,Very Good,111,United States
Southern Bliss Bakery,Dalton,"300 W Patton St., Lafayette, GA 30728",LaFayette,"Desserts, Sandwich",10,Dollar($),No,No,No,No,1,3.7,Yellow,Good,25,United States
Bailey's Bar-B-Que,Dalton,"5540 Highway 41, Ringgold, GA 30736",Ringgold,BBQ,10,Dollar($),No,No,No,No,1,4.1,Green,Very Good,128,United States
Farm To Fork,Dalton,"118 Remco Shops Lane, Ringgold, GA 30736",Ringgold,"American, Diner, Southern",10,Dollar($),No,No,No,No,1,4.3,Green,Very Good,244,United States
Home Plate Grill,Dalton,"7807 Nashville St, Ringgold, GA 30736",Ringgold,"American, BBQ, Southern",10,Dollar($),No,No,No,No,1,4.2,Green,Very Good,112,United States
Pie Slingers Pizzeria,Dalton,"56A Fieldstone Village Drive, Rock Spring, GA 30739",Rock Spring,"Italian, Pizza",10,Dollar($),No,No,No,No,1,4.1,Green,Very Good,144,United States
Olive Tree Cafe,Davenport,"2513 53rd Avenue, Bettendorf, IA 52722",Bettendorf,"Indian, Mediterranean, Middle Eastern",25,Dollar($),No,No,No,No,2,4.6,Dark Green,Excellent,166,United States
"Red Ginger Sushi, Grill & Bar",Davenport,"793 Middle Rd, Bettendorf, IA 52722",Bettendorf,"Sushi, Teriyaki",40,Dollar($),No,No,No,No,3,4.5,Dark Green,Excellent,208,United States
Crust Stone Oven Pizza,Davenport,"2561 E 53rd Ave, Bettendorf, IA 52722",Bettendorf,"Burger, Pizza",25,Dollar($),No,No,No,No,2,3.9,Yellow,Good,136,United States
Jimmy's Pancake House,Davenport,"2521 - 18th St., Bettendorf, IA 52722",Bettendorf,"American, Breakfast, Greek",10,Dollar($),No,No,No,No,1,4.0,Green,Very Good,85,United States
Trattoria Tiramisu,Davenport,"1804 State St, Bettendorf, IA 52722",Bettendorf,Italian,25,Dollar($),No,No,No,No,2,4.1,Green,Very Good,117,United States
Prairie Grille at SteepleGate Inn,Davenport,"100 W 76th St, Davenport, IA 52806",Davenport,"American, Breakfast",25,Dollar($),No,No,No,No,2,3.4,Orange,Average,53,United States
Tantra Asian Bistro,Davenport,"589 East 53rd St, Davenport, IA 52807",Davenport,Asian,25,Dollar($),No,No,No,No,2,4.9,Dark Green,Excellent,474,United States
Chick-fil-A,Davenport,"320 W Kimberly Rd, Davenport, IA 52806",Davenport,Fast Food,10,Dollar($),No,No,No,No,1,3.9,Yellow,Good,125,United States
Duck City Bistro,Davenport,"115 E 3rd St, Davenport, IA 52801",Davenport,"American, French",70,Dollar($),No,No,No,No,4,3.7,Yellow,Good,201,United States
Frick's Tap,Davenport,"1402 W 3rd Street, IA 52802",Davenport,"American, Bar Food, BBQ",25,Dollar($),No,No,No,No,2,0.0,White,Not rated,2,United States
Los Agaves,Davenport,"4882 Utica Ridge Rd, Davenport, IA 52807",Davenport,Mexican,25,Dollar($),No,No,No,No,2,0.0,White,Not rated,3,United States
Azteca,Davenport,"4811 N Brady St Ste 3, Davenport, IA 52806",Davenport,Mexican,0,Dollar($),No,No,No,No,1,4.3,Green,Very Good,167,United States
China Cafe,Davenport,"3018 E 53rd St, Davenport, IA 52807",Davenport,Chinese,25,Dollar($),No,No,No,No,2,4.0,Green,Very Good,112,United States
Exotic Thai Restaurant,Davenport,"2303 E 53rd St, Davenport, IA 52807",Davenport,Thai,25,Dollar($),No,No,No,No,2,4.1,Green,Very Good,256,United States
Front Street Brewery,Davenport,"208 E River Dr, Davenport, IA 52801",Davenport,American,10,Dollar($),No,No,No,No,1,4.3,Green,Very Good,123,United States
Granite City Food & Brewery,Davenport,"5270 Utica Ridge Rd, Davenport, IA 52807",Davenport,American,25,Dollar($),No,No,No,No,2,4.0,Green,Very Good,199,United States
Los Agaves,Davenport,"3852 N Brady St, Davenport, IA 52806",Davenport,Mexican,25,Dollar($),No,No,No,No,2,4.1,Green,Very Good,157,United States
Machine Shed Restaurant,Davenport,"7250 Northwest Blvd, Davenport, IA 52806",Davenport,American,25,Dollar($),No,No,No,No,2,4.1,Green,Very Good,100,United States
Osaka,Davenport,"4901 Utica Ridge Rd, Davenport, IA 52807",Davenport,"Japanese, Sushi",40,Dollar($),No,No,No,No,3,4.2,Green,Very Good,141,United States
Texas Roadhouse,Davenport,"4005 E 53rd Street, Davenport, IA 52807",Davenport,"American, BBQ, Steak",25,Dollar($),No,No,No,No,2,4.2,Green,Very Good,197,United States
Hickory Park,Des Moines,"1404 S Duff Ave, Ames, IA 50010",Ames,"BBQ, Burger, Desserts",25,Dollar($),No,No,No,No,2,4.5,Dark Green,Excellent,1025,United States
The Cafe,Des Moines,"2616 Northridge Pkwy, Ames, IA 50010",Ames,"American, Coffee and Tea",25,Dollar($),No,No,No,No,2,4.9,Dark Green,Excellent,570,United States
Flying Mango,Des Moines,"4345 Hickman Rd, Des Moines, IA 50310",Beaverdale,"BBQ, Caribbean, Cajun",40,Dollar($),No,No,No,No,3,4.5,Dark Green,Excellent,674,United States
Cool Basil,Des Moines,"8801 University Ave, Clive, IA 50325",Clive,"Asian, Sushi, Thai",25,Dollar($),No,No,No,No,2,4.1,Green,Very Good,496,United States
HuHot Mongolian Grill,Des Moines,"4100 University Avenue, West Des Moines, IA 50266",Clive,"Asian, Chinese",25,Dollar($),No,No,No,No,2,4.0,Green,Very Good,411,United States
Malo,Des Moines,"900 Mulberry Street, Des Moines, IA 50309",Downtown,"Latin American, Mexican",25,Dollar($),No,No,No,No,2,3.2,Orange,Average,113,United States
Centro,Des Moines,"1007 Locust St, Des Moines, IA 50309",Downtown,"Italian, Pizza",40,Dollar($),No,No,No,No,3,4.5,Dark Green,Excellent,1109,United States
Fong's Pizza,Des Moines,"223 4th Street, Des Moines, IA 50309",Downtown,"Chinese, Pizza",25,Dollar($),No,No,No,No,2,4.6,Dark Green,Excellent,728,United States
A Dong Restaurant,Des Moines,"1511 High Street, Des Moines, IA 50309",Downtown,"Asian, Vegetarian, Vietnamese, Bubble Tea",10,Dollar($),No,No,No,No,1,4.4,Green,Very Good,659,United States
Court Avenue Brewing Company,Des Moines,"309 Court Ave, Des Moines, IA 50309",Downtown,"American, Pizza, Bar Food",40,Dollar($),No,No,No,No,3,4.2,Green,Very Good,370,United States
Django,Des Moines,"210 10th Street, Des Moines, IA 50309",Downtown,French,40,Dollar($),No,No,No,No,3,4.3,Green,Very Good,532,United States
Miyabi 9,Des Moines,"512 E Grand Ave, Des Moines, IA 50309",East Village,"Japanese, Sushi",25,Dollar($),No,No,No,No,2,4.8,Dark Green,Excellent,860,United States
